Date,Open,High,Low,Close,Volume,Adj Close,,2023-09-21
2023-09-21,124.215,125.880,122.170,124.850,3652994.000,124.850
2023-09-20,122.280,127.470,121.050,123.970,4523100.000,123.970
2023-09-19,119.500,124.190,119.400,122.090,5732900.000,122.090
2023-09-18,119.150,119.300,116.860,117.160,3600800.000,117.160
2023-09-15,121.500,122.790,119.440,120.300,3611900.000,120.300
2023-09-14,121.250,123.400,119.890,122.310,3454500.000,122.310
2023-09-13,123.300,123.680,118.590,119.600,3538600.000,119.600
2023-09-12,120.420,124.389,119.460,123.350,3162913.000,123.350
2023-09-11,122.295,124.140,120.304,122.190,3200369.000,122.190
2023-09-08,122.110,122.290,119.510,120.230,2866052.000,120.230
2023-09-07,121.000,122.340,118.140,122.230,3411169.000,122.230
2023-09-06,127.210,127.685,122.050,123.030,2787661.000,123.030
2023-09-05,127.300,130.500,127.060,127.770,2383952.000,127.770
2023-09-01,128.990,132.334,127.980,128.730,2808743.000,128.730
2023-08-31,128.080,129.380,126.040,126.530,2407045.000,126.530
2023-08-30,129.530,130.300,127.020,128.110,1805960.000,128.110
2023-08-29,125.410,129.790,124.460,129.050,3135127.000,129.050
2023-08-28,125.690,126.485,123.900,125.300,2352839.000,125.300
2023-08-25,121.940,125.030,120.900,124.090,2955100.000,124.090
2023-08-24,130.980,131.090,121.756,122.340,5484185.000,122.340
2023-08-23,128.710,131.400,127.170,130.360,2438669.000,130.360
2023-08-22,130.800,130.990,127.340,128.320,2671115.000,128.320
2023-08-21,130.630,132.190,129.220,130.160,2396202.000,130.160
2023-08-18,129.260,132.090,128.564,130.340,2891619.000,130.340
2023-08-17,132.310,133.190,130.400,131.440,2926592.000,131.440
2023-08-16,132.760,136.950,132.180,132.875,2507084.000,132.875
2023-08-15,138.120,138.120,134.450,134.560,2126661.000,134.560
2023-08-14,134.010,138.620,131.670,138.590,2481207.000,138.590
2023-08-11,134.400,136.060,133.300,135.200,2230518.000,135.200
2023-08-10,139.080,141.190,135.690,136.460,2995191.000,136.460
2023-08-09,136.630,139.490,134.770,138.460,3218679.000,138.460
2023-08-08,133.780,135.950,133.120,135.770,2995300.000,135.770
2023-08-07,140.000,140.120,132.480,135.450,5600437.000,135.450
2023-08-04,140.760,144.400,138.960,140.000,4041686.000,140.000
2023-08-03,140.000,144.250,139.280,140.360,3808880.000,140.360
2023-08-02,145.000,145.500,139.891,140.690,7200631.000,140.690
2023-08-01,150.450,153.560,149.920,150.320,3983944.000,150.320
2023-07-31,154.250,156.670,150.350,151.830,5489949.000,151.830
2023-07-28,150.000,154.910,145.670,154.330,15657463.000,154.330
2023-07-27,175.150,175.590,166.250,166.800,8267005.000,166.800
2023-07-26,170.000,176.000,168.330,173.360,5607459.000,173.360
2023-07-25,178.470,182.260,178.010,179.470,2901016.000,179.470
2023-07-24,178.980,179.870,175.030,177.810,2659460.000,177.810
2023-07-21,178.000,179.710,174.830,177.480,4534480.000,177.480
2023-07-20,178.620,180.540,175.650,175.920,4808932.000,175.920
2023-07-19,186.000,189.500,184.290,185.490,2985641.000,185.490
2023-07-18,189.670,192.220,183.030,184.050,4484806.000,184.050
2023-07-17,178.110,191.305,175.500,189.670,4687329.000,189.670
2023-07-14,183.290,183.570,176.900,177.940,3396249.000,177.940
2023-07-13,186.000,186.360,181.030,182.640,3124051.000,182.640
2023-07-12,178.000,183.870,177.810,182.800,5125776.000,182.800
2023-07-11,175.480,177.020,172.710,173.780,2812777.000,173.780
2023-07-10,166.130,176.240,163.440,175.470,4021790.000,175.470
2023-07-07,162.530,169.500,162.289,166.170,3292162.000,166.170
2023-07-06,163.000,164.335,160.060,161.380,3009237.000,161.380
2023-07-05,169.320,169.980,164.150,165.340,3059740.000,165.340
2023-07-03,169.590,173.720,168.230,169.550,2499228.000,169.550
2023-06-30,162.340,168.770,159.700,167.480,5161776.000,167.480
2023-06-29,162.310,165.100,157.430,158.770,3414007.000,158.770
2023-06-28,160.000,164.700,158.650,161.420,2919170.000,161.420
2023-06-27,160.000,161.420,157.160,161.030,3014169.000,161.030
