Date,Open,High,Low,Close,Volume,Adj Close,,2023-09-29
2023-09-29,250.000,254.770,246.350,250.220,128522729.000,250.220
2023-09-28,240.020,247.550,238.650,246.380,117058898.000,246.380
2023-09-27,244.262,245.330,234.580,240.500,136597203.000,240.500
2023-09-26,242.980,249.550,241.660,244.120,101993602.000,244.120
2023-09-25,243.380,247.100,238.310,246.990,104636602.000,246.990
2023-09-22,257.400,257.789,244.480,244.880,127524094.000,244.880
2023-09-21,257.850,260.860,254.210,255.700,119951508.000,255.700
2023-09-20,267.040,273.930,262.461,262.590,122514602.000,262.590
2023-09-19,264.350,267.850,261.200,266.500,103704000.000,266.500
2023-09-18,271.160,271.440,263.760,265.280,101543297.000,265.280
2023-09-15,277.550,278.980,271.000,274.390,133692297.000,274.390
2023-09-14,271.320,276.709,270.420,276.040,107709797.000,276.040
2023-09-13,270.070,274.980,268.100,271.300,111673695.000,271.300
2023-09-12,270.760,278.390,266.600,267.480,135999906.000,267.480
2023-09-11,264.270,274.850,260.610,273.580,174667906.000,273.580
2023-09-08,251.220,256.520,246.670,248.500,118559602.000,248.500
2023-09-07,245.070,252.810,243.265,251.490,115312898.000,251.490
2023-09-06,255.135,255.390,245.060,251.920,116959797.000,251.920
2023-09-05,245.000,258.000,244.860,256.490,129469602.000,256.490
2023-09-01,257.260,259.079,242.010,245.010,132541594.000,245.010
2023-08-31,255.980,261.180,255.050,258.080,108861695.000,258.080
2023-08-30,254.200,260.510,250.590,256.900,121988398.000,256.900
2023-08-29,238.580,257.480,237.770,257.180,134047594.000,257.180
2023-08-28,242.580,244.380,235.350,238.820,107673695.000,238.820
2023-08-25,231.310,239.000,230.350,238.590,106612203.000,238.590
2023-08-24,238.660,238.920,228.180,230.040,99777430.000,230.040
2023-08-23,229.340,238.980,229.290,236.860,101077602.000,236.860
2023-08-22,240.250,240.820,229.550,233.190,130597906.000,233.190
2023-08-21,221.551,232.134,220.580,231.280,135702703.000,231.280
2023-08-18,214.120,217.580,212.360,215.490,136276609.000,215.490
2023-08-17,226.060,226.740,218.830,219.220,120718398.000,219.220
2023-08-16,228.020,233.970,225.380,225.600,112484492.000,225.600
2023-08-15,238.730,240.500,232.610,232.960,88197602.000,232.960
2023-08-14,235.700,240.660,233.750,239.760,98595328.000,239.760
2023-08-11,241.770,243.790,238.020,242.650,99038641.000,242.650
2023-08-10,245.400,251.800,243.000,245.340,109498602.000,245.340
